Number,Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date,Date Issued,ConstructionCost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
921,T2022026971,Building Residential - Addition,"Accessory Structure, Decks",118090S00200CO,4/22/2022 5:00:00 AM,4/22/2022,,0,945 WOODMONT BLVD,NASHVILLE,TN,UNIT 945 945 WOODMONT BOULEVARD,Stratton Exteriors,CARA,CAA14U015,4147625,"Scope of work for a Covered Structure with Grilling Station and TV area includes adding a 10'x20' concrete pad for the covered area and a 10'x20' concrete pad for the grilling and tv area. Paint interior and exterior per client specifications and install electrical for lighting. This construction will be at the rear of the house and will not exceed any boundaries or easements. The estimated cost for this project is $78,850.00. ",25,-86.78663271,36.11055719,921,37204,-9661043.761,4315844.554
922,T2022027112,Building Residential - New,Detached Accessory Dwelling Unit,10511006800,4/25/2022 5:00:00 AM,4/25/2022,,124020,1805 B STEWART PL,NASHVILLE,TN,LOT 36 HAMILTON PROPERTY,LEE BUILDERS,CARN,CAA11R301,4147966,"To construct a 1 story 40' X 20' accessory structure behind the existing house on the property. Building will be plumbed and wired. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.    Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",17,-86.77205386,36.13477375,922,37203,-9659420.851,4319181.914
923,T2022027191,Building Residential Rehab Storm Damage,Single Family Residence,8216040400,4/25/2022 5:00:00 AM,4/25/2022,,0,914 SHELBY AVE,NASHVILLE,TN,LOT 3 CONFEDERATE HILL,Madeleine Wyatt,CARL,CAA01R301,4148173,"Remove aluminum siding and replace all windows damaged by hale storm.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6,-86.75294673,36.1708557,923,37206,-9657293.855,4324156.392
924,T2022027244,Building Demolition Permit,Demolition Permit - Residential,3000010700,4/25/2022 5:00:00 AM,4/25/2022,,2000,4823 WHITES CREEK PIKE,WHITES CREEK,TN,E. SIDE WHITES CK. PK. S. OF LAWS RD.,"CARSON, BRADFORD DEE",CADM,CAZ01A001,4148321,"TO DEMOLISH EXISTING MOBILE HOME RESIDENCE AND BARN.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.    ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",1,-86.84109901,36.28724762,924,37189,-9667106.922,4340218.527
925,T2022027290,Building Residential - Rehab,Single Family Residence,7115048700,4/25/2022 5:00:00 AM,4/25/2022,,150000,1116 N 5TH ST,NASHVILLE,TN,LOT 58 PT LOTS 57 & 59 OAKWOOD PARK,Cross Creek Residential Services,CARR,CAA01R301,4148457,"Raise the ridge by 3 ft on existing structure to a total height of 25 ft above existing foundation.  Add a master bath and smaller bath to the upstairs living space, increasing the total upstairs living area to approximatly 950 sf . Remodel kitchen and bathroom on main floor. Update all electrical , plumbing and HVAC on the entire house.",5,-86.76244318,36.19187054,925,37207,-9658350.995,4327054.681
926,T2022027340,Building Demolition Permit,Demolition Permit - Residential,5203009500,4/25/2022 5:00:00 AM,4/25/2022,,6000,625 KINSEY BLVD,MADISON,TN,"EAST SIDE KINSEY BOULEVARD, SOUTH OF SANITARIUM ROAD",Ellis Real Estate,CADM,CAZ01A001,4148662,Tearing down current house,9,-86.6900358,36.25283775,926,37115,-9650290.642,4335467.46
927,T2022027416,Building Residential - Rehab,Single Family Residence,11712010900,4/25/2022 5:00:00 AM,4/25/2022,,25000,1502 CLAIRMONT PL,NASHVILLE,TN,LOT 16 BLK B CLAIRMONT,"MUSIC CITY HOME IMPROVEMENTS, LLC",CARR,CAA01R301,4148814,EXTEND EXISTING ENTRY 4'-8  TO FORM A COVERED ENTRY. DESIGN CONSISTANT WITH EXISTING DWELLING.,25,-86.79769769,36.1118752,927,37215,-9662275.509,4316026.166
928,T2022027425,Building Residential - New,"Accessory Structure, Pools - Residential",13111005400,4/25/2022 5:00:00 AM,4/25/2022,,35000,1323 B HARDING PL,NASHVILLE,TN,LOT 13 SEC 1 SEVEN HILLS,KE HOLDINGS,CARN,CAA14U017,4148827,"To construct a 624SF in-ground pool to the rear of proposed residence with required fencing and alarm. Not to be in any easement. Must comply with IRC fencing codes and state of Tennessee pool alarm laws. Separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this Building Permit. For every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. Copy of pool alarm purchase attached.",34,-86.80904996,36.08940442,928,37215,-9663539.238,4312930.266
929,T2022027468,Building Commercial - Foundation,"Multifamily, Apt / Twnhome > 5 Unit Bldg",11714014500,4/26/2022 5:00:00 AM,4/26/2022,,2361993,2025 RICHARD JONES RD,NASHVILLE,TN,S SIDE RICHARD JONES ROAD AND E OF HILLSBORO PIKE,BRANDON BELL,CACF,CAA03R399,4148932,"Four (4) story below grade parking structure with one (1) story at grade podium.  This is a foundation and structure package, and the remaining floors will be submitted under separate permit.  **AT OWNER'S RISK**...This is a mixed-use residential and retail project. EDEN HOUSE  POC BRANDON BELL",25,-86.81313372,36.10450305,929,37215,-9663993.84,4315010.375
930,T2022027512,Building Residential - Addition,"Accessory Structure, Decks",182120A05500CO,4/26/2022 5:00:00 AM,4/26/2022,,4500,7332 SMOKEY HILL RD,ANTIOCH,TN,LOT 268 APPLE VALLEY SEC 2,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA14U015,4149034,"To Construct a new deck to replace the old one. Setback will be 20ft in the rear , and 5ft on the side setbacks as per the PLAT.",33,-86.63323321,36.00344594,930,37013,-9643967.407,4301095.538
931,T2022027539,Building Residential - Addition,Single Family Residence,13003005100,4/26/2022 5:00:00 AM,4/26/2022,,102230,612 WESTVIEW AVE,NASHVILLE,TN,PT LOTS 19 20 BLK 11 RESUB PT ROYAL OAKS,"PORCH CO INC, THE",CARA,CAA01R301,4149098,"Must apply for building permit with the City of Belle Meade.  This permit to be cancelled.    To build a screen porch on the back of the home, approx 16 ft by 16 ft in size with a 8 ft by 7 ft nook.  This will be unheated space. Electrical and gas/mechanical will be needed.",23,-86.84903741,36.10025953,931,37205,-9667990.62,4314425.713
932,T2022027622,Building Residential - New,"Accessory Structure, Garage",10405042400,4/26/2022 5:00:00 AM,4/26/2022,,105148,3527 CENTRAL AVE,NASHVILLE,TN,LOT 114 BLK L RICHLAND REALTY CO,Lifestyle Homes,CARN,CAA14U009,4149428,"TO CONSTRUCT 29’X24’ DETACHED GARAGE TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …LOCATED WITHIN NEIGHBORHOOD CONSERVATION OVERLAY, MUST COMPLY WITH HCP-2022023472… …NOT TO BE USED AS LIVING SPACE/SLEEPING QUARTERS OR FOR COMMERCIAL PURPOSES… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …",24,-86.82543607,36.13718026,932,37205,-9665363.331,4319513.619
933,T2022027542,Building Use & Occupancy,"Accessory Structure, Pools - Residential",400013600,4/26/2022 5:00:00 AM,4/26/2022,,9355,8448 B RILEY ADCOCK RD,JOELTON,TN,N/S RILEY ADCOCK RD W OF WHITES CREEK PK,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CAUO,CAA14U017,4149112,"To Install an 24ft round above ground accessory swimming pool to the rear of residences to comply with IRC fencing codes and the state of TN pool alarm laws. Interior parcel, 20’ ft side set back, 20’ft rear setbacks.",1,-86.8893484,36.37383824,933,37080,-9672478.019,4352183.615
934,T2022027677,Building Demolition Permit,Demolition Permit - Residential,072154N00100CO,4/26/2022 5:00:00 AM,4/26/2022,,3500,100 A MCKENNELL DR,NASHVILLE,TN,UNIT A COTTAGES AT 100 MCKENNELL DRIVE,"CHRISTIAN, MICHAEL J HOUSE MOVERS",CADM,CAZ01A001,4149571,"TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.   ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE*** Scope provided by applicant: Demolition of house",7,-86.72557534,36.19331267,934,37206,-9654246.886,4327253.603
935,T2022027678,Building Demolition Permit,Demolition Permit - Residential,9115036100,4/26/2022 5:00:00 AM,4/26/2022,,4000,4702 DAKOTA AVE,NASHVILLE,TN,LT 603 BLK 28 CHARLOTTE PARK CO 1ST ADDN,"CHRISTIAN, MICHAEL J HOUSE MOVERS",CADM,CAZ01A001,4149581,"TO DEMOLISH EXISTING RESIDENCE AND GARAGE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.   ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE*** Scope provided by applicant: Demolition of house & garage",24,-86.84363963,36.14780713,935,37209,-9667389.742,4320978.511
936,T2022027722,Building Residential - Rehab,"Accessory Structure, Decks",172150A12900CO,4/26/2022 5:00:00 AM,4/26/2022,,22320,3905 BRYCE RD,NASHVILLE,TN,LOT 124 HOLT WOODS SECTION 9,H3 Custom Construction,CARR,CAA14U015,4149736,"REJECTED: INCORRECT PERMIT TYPE. MUST RESUBMIT UNDER CARA PERMIT TYPE.  SITE PLAN REQUIRED FOR PROJECT TYPE. MUST SHOW PROPOSED DECK RELATIVE TO EXISTING RESIDENCE AND PARCEL. SETBACK DISTANCES MUST BE LABELED. THIS PERMIT TO BE CANCELLED.    construc new 16' x 20' back deck, construction stairs to ground floor, install DEK drain system,  install misc. electrical for fans & lighting",4,-86.7262633,36.01854411,936,37211,-9654323.469,4303173.313
937,T2022027857,Building Residential - New,"Accessory Structure, Garage",5600002900,4/27/2022 5:00:00 AM,4/27/2022,,57960,4283 B PECAN VALLEY RD,NASHVILLE,TN,N. SIDE PECAN VALLEY RD. W. OF O.H. BLVD.,ryan gann,CARN,CAA14U009,4149955,"to construct 1200SF detached garage on site. 20' min. side setback, 20' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 24’ to ridge line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",1,-86.93719019,36.21396997,937,37218,-9677803.743,4330103.393
938,T2022027876,Building Residential - Addition,"Accessory Structure, Decks",8310015000,4/27/2022 5:00:00 AM,4/27/2022,,35645,301 N 16TH ST,NASHVILLE,TN,PT LOTS 21 22 23 W R CORNELIUS,gillbuilt LLC,CARA,CAA14U015,4074737,"screened in porch with gas fireplace at rear of house in place of existing deck.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6,-86.74130027,36.17893652,938,37206,-9655997.377,4325270.777
939,T2022027926,Building Commercial - Rehab,Restaurant (Full Service),8309008700,4/27/2022 5:00:00 AM,4/27/2022,,0,203 N 11TH ST,NASHVILLE,TN,LOT 8 BELVIEW ADD,manley seale,CACR,CAF19A203,4150095,"to conduct interior/exterior renovations to existing building for future build out. exterior work to be replacement on windows, façade, etc. no change to footprint.  **no occupancy this permit - will require separate build out permit**...    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  POC MANLEY SEALE...manley@powellnashville.com",6,-86.74953107,36.17875909,939,37206,-9656913.625,4325246.307
940,T2022028211,Building Residential - New,Single Family Residence,091073G00100CO,4/27/2022 5:00:00 AM,4/27/2022,,333292,5214 A MICHIGAN AVE,NASHVILLE,TN,UNIT A HOMES AT 5214 MICHIGAN,KASHANI CONSTRUCTION INC,CARN,CAA01R301,4150741,"To build a 3 story 2510 sf house with a 200 sf porch and 400 sf garage.  R6 zoning.  units detached.  max allowed height is 43.5'.  min required distance between structures is 6' min with no bump outs.  30' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",20,-86.8515177,36.15892158,940,37209,-9668266.725,4322510.828
941,T2022028212,Building Residential - New,Single Family Residence,091073G00200CO,4/27/2022 5:00:00 AM,4/27/2022,,333292,5214 B MICHIGAN AVE,NASHVILLE,TN,UNIT B HOMES AT 5214 MICHIGAN,KASHANI CONSTRUCTION INC,CARN,CAA01R301,4150746,"To build a 3 story 2510 sf house with a 200 sf porch and 400 sf attached garage.  R6 zoning.  units detached.  max allowed height is 43.5'.  min required distance between structures is 6' min with no bump outs.  30' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",20,-86.85155494,36.15904914,941,37209,-9668270.871,4322528.415
942,T2022028239,Building Residential - Addition,Single Family Residence,4215011000,4/27/2022 5:00:00 AM,4/27/2022,,0,205 LINDA LN,MADISON,TN,LOT 33 SEC 2 BLAIR HGTS,"RIVERS, MICHAEL SHAWN",CARA,CAA01R301,4150781,Rehab/Remodel with an 18x24 (or 504 sq. foot) addition to the front of the existing home and a 8' x 32' covered porch.,3,-86.72483959,36.26006682,942,37115,-9654164.982,4336465.424
943,T2022028367,Building Commercial - Rehab,"Community Education, Lecture Halls",8500001900,4/28/2022 5:00:00 AM,4/28/2022,,0,115 STEWARTS FERRY PIKE 11,NASHVILLE,TN,E SIDE LEBANON PK S OF STONES RIVER RD,doug hoisington,CACR,CAC03A314,4150970,"to conduct renovations for the installation of a ceramic kiln in bldg. 11 for tennessee school for the blind. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",14,-86.65213979,36.16813373,943,37214,-9646072.078,4323781.045
